,pkg_received_utc_ts,package_tracking_number,scac,Pallet,Linehaul,Partition
68,68.21829275,PKG000069,TLMD,2,A,1
69,68.21829275,PKG000070,TLMD,2,A,1
70,68.21829275,PKG000071,TLMD,2,A,2
71,68.21829275,PKG000072,TLMD,2,A,1
72,68.21829275,PKG000073,TLMD,2,A,1
73,68.21829275,PKG000074,TLMD,2,A,1
74,68.21829275,PKG000075,FDEG,2,A,FDEG
75,68.21829275,PKG000076,TLMD,2,A,1
76,68.21829275,PKG000077,TLMD,2,A,2
77,68.21829275,PKG000078,TLMD,2,A,2
78,68.21829275,PKG000079,FDEG,2,A,FDEG
79,68.21829275,PKG000080,USPS,2,A,USPS
80,68.21829275,PKG000081,TLMD,2,A,1
81,68.21829275,PKG000082,TLMD,2,A,3AB
82,68.21829275,PKG000083,TLMD,2,A,2
83,68.21829275,PKG000084,TLMD,2,A,1
84,68.21829275,PKG000085,FDEG,2,A,FDEG
85,68.21829275,PKG000086,FDEG,2,A,FDEG
86,68.21829275,PKG000087,TLMD,2,A,1
87,68.21829275,PKG000088,FDEG,2,A,FDEG
88,68.21829275,PKG000089,TLMD,2,A,1
89,68.21829275,PKG000090,TLMD,2,A,1
90,68.21829275,PKG000091,TLMD,2,A,2
91,68.21829275,PKG000092,TLMD,2,A,1
92,68.21829275,PKG000093,FDEG,2,A,FDEG
93,68.21829275,PKG000094,TLMD,2,A,1
94,68.21829275,PKG000095,TLMD,2,A,1
95,68.21829275,PKG000096,TLMD,2,A,1
96,68.21829275,PKG000097,USPS,2,A,USPS
97,68.21829275,PKG000098,TLMD,2,A,2
98,68.21829275,PKG000099,TLMD,2,A,3AB
99,68.21829275,PKG000100,USPS,2,A,USPS
100,68.21829275,PKG000101,TLMD,2,A,2
101,68.21829275,PKG000102,TLMD,2,A,2
102,68.21829275,PKG000103,TLMD,2,A,3AB
103,68.21829275,PKG000104,TLMD,2,A,1
104,68.21829275,PKG000105,TLMD,2,A,2
105,68.21829275,PKG000106,TLMD,2,A,3AB
106,68.21829275,PKG000107,TLMD,2,A,2
107,68.21829275,PKG000108,USPS,2,A,USPS
108,68.21829275,PKG000109,TLMD,2,A,1
109,68.21829275,PKG000110,UPSN,2,A,UPSN
110,68.21829275,PKG000111,TLMD,2,A,1
111,68.21829275,PKG000112,USPS,2,A,USPS
112,68.21829275,PKG000113,USPS,2,A,USPS
113,68.21829275,PKG000114,TLMD,2,A,2
114,68.21829275,PKG000115,TLMD,2,A,2
115,68.21829275,PKG000116,TLMD,2,A,1
116,68.21829275,PKG000117,TLMD,2,A,2
117,68.21829275,PKG000118,USPS,2,A,USPS
118,68.21829275,PKG000119,TLMD,3,A,2
119,68.21829275,PKG000120,UPSN,3,A,UPSN
120,68.21829275,PKG000121,TLMD,3,A,1
121,68.21829275,PKG000122,TLMD,3,A,2
122,68.21829275,PKG000123,FDEG,3,A,FDEG
123,68.21829275,PKG000124,UPSN,3,A,UPSN
124,68.21829275,PKG000125,TLMD,3,A,2
125,68.21829275,PKG000126,TLMD,3,A,1
126,68.21829275,PKG000127,TLMD,3,A,1
127,68.21829275,PKG000128,TLMD,3,A,1
128,68.21829275,PKG000129,UPSN,3,A,UPSN
129,68.21829275,PKG000130,TLMD,3,A,2
130,68.21829275,PKG000131,USPS,3,A,USPS
131,68.21829275,PKG000132,TLMD,3,A,1
132,68.21829275,PKG000133,TLMD,3,A,2
133,68.21829275,PKG000134,TLMD,3,A,3AB
134,68.21829275,PKG000135,TLMD,3,A,1
135,68.21829275,PKG000136,TLMD,3,A,1
136,68.21829275,PKG000137,FDEG,3,A,FDEG
137,68.21829275,PKG000138,FDEG,3,A,FDEG
138,68.21829275,PKG000139,TLMD,3,A,1
139,68.21829275,PKG000140,TLMD,3,A,2
140,68.21829275,PKG000141,USPS,3,A,USPS
141,68.21829275,PKG000142,USPS,3,A,USPS
142,68.21829275,PKG000143,TLMD,3,A,2
143,68.21829275,PKG000144,TLMD,3,A,1
144,68.21829275,PKG000145,TLMD,3,A,1
145,68.21829275,PKG000146,FDEG,3,A,FDEG
146,68.21829275,PKG000147,USPS,3,A,USPS
147,68.21829275,PKG000148,FDEG,3,A,FDEG
148,68.21829275,PKG000149,TLMD,3,A,2
149,68.21829275,PKG000150,TLMD,3,A,1
150,68.21829275,PKG000151,UPSN,3,A,UPSN
151,68.21829275,PKG000152,TLMD,3,A,2
152,68.21829275,PKG000153,TLMD,3,A,2
153,68.21829275,PKG000154,TLMD,3,A,1
154,68.21829275,PKG000155,TLMD,3,A,2
155,68.21829275,PKG000156,TLMD,3,A,1
156,68.21829275,PKG000157,TLMD,3,A,2
157,68.21829275,PKG000158,TLMD,3,A,1
158,68.21829275,PKG000159,UPSN,3,A,UPSN
159,68.21829275,PKG000160,TLMD,3,A,3AB
160,68.21829275,PKG000161,TLMD,3,A,2
161,68.21829275,PKG000162,FDEG,3,A,FDEG
162,68.21829275,PKG000163,FDEG,3,A,FDEG
163,68.21829275,PKG000164,TLMD,3,A,2
164,68.21829275,PKG000165,TLMD,3,A,2
165,68.21829275,PKG000166,TLMD,3,A,1
166,68.21829275,PKG000167,TLMD,4,A,1
167,68.21829275,PKG000168,UPSN,4,A,UPSN
168,68.21829275,PKG000169,USPS,4,A,USPS
169,68.21829275,PKG000170,TLMD,4,A,2
170,68.21829275,PKG000171,UPSN,4,A,UPSN
171,68.21829275,PKG000172,TLMD,4,A,1
172,68.21829275,PKG000173,TLMD,4,A,3AB
173,68.21829275,PKG000174,TLMD,4,A,1
174,68.21829275,PKG000175,UPSN,4,A,UPSN
175,68.21829275,PKG000176,TLMD,4,A,2
176,68.21829275,PKG000177,UPSN,4,A,UPSN
177,68.21829275,PKG000178,FDEG,4,A,FDEG
178,68.21829275,PKG000179,FDEG,4,A,FDEG
179,68.21829275,PKG000180,TLMD,4,A,1
180,68.21829275,PKG000181,TLMD,4,A,3AB
181,68.21829275,PKG000182,TLMD,4,A,3AB
182,68.21829275,PKG000183,TLMD,4,A,2
183,68.21829275,PKG000184,TLMD,4,A,2
184,68.21829275,PKG000185,TLMD,4,A,2
185,68.21829275,PKG000186,TLMD,4,A,2
186,68.21829275,PKG000187,TLMD,4,A,2
187,68.21829275,PKG000188,TLMD,4,A,3AB
188,68.21829275,PKG000189,TLMD,4,A,1
189,68.21829275,PKG000190,TLMD,4,A,2
190,68.21829275,PKG000191,TLMD,4,A,2
191,68.21829275,PKG000192,TLMD,4,A,1
192,68.21829275,PKG000193,TLMD,4,A,2
193,68.21829275,PKG000194,FDEG,4,A,FDEG
194,68.21829275,PKG000195,TLMD,4,A,1
195,68.21829275,PKG000196,TLMD,4,A,2
196,68.21829275,PKG000197,TLMD,4,A,1
197,68.21829275,PKG000198,TLMD,4,A,2
198,68.21829275,PKG000199,FDEG,4,A,FDEG
199,68.21829275,PKG000200,TLMD,4,A,1
200,68.21829275,PKG000201,TLMD,4,A,1
201,68.21829275,PKG000202,FDEG,4,A,FDEG
202,68.21829275,PKG000203,FDEG,4,A,FDEG
203,68.21829275,PKG000204,TLMD,4,A,2
204,68.21829275,PKG000205,TLMD,4,A,1
205,68.21829275,PKG000206,TLMD,4,A,2
206,68.21829275,PKG000207,FDEG,4,A,FDEG
207,68.21829275,PKG000208,TLMD,4,A,2
208,68.21829275,PKG000209,TLMD,4,A,3AB
209,68.21829275,PKG000210,FDEG,4,A,FDEG
210,68.21829275,PKG000211,TLMD,4,A,1
211,68.21829275,PKG000212,FDEG,4,A,FDEG
212,68.21829275,PKG000213,USPS,4,A,USPS
213,68.21829275,PKG000214,UPSN,4,A,UPSN
214,68.21829275,PKG000215,TLMD,4,A,3AB
215,68.21829275,PKG000216,TLMD,4,A,2
216,68.21829275,PKG000217,UPSN,4,A,UPSN
217,68.21829275,PKG000218,TLMD,4,A,2
218,68.21829275,PKG000219,TLMD,4,A,1
219,68.21829275,PKG000220,TLMD,4,A,1
220,68.21829275,PKG000221,FDEG,4,A,FDEG
221,68.21829275,PKG000222,TLMD,4,A,2
222,68.21829275,PKG000223,TLMD,4,A,2
223,68.21829275,PKG000224,TLMD,4,A,1
224,68.21829275,PKG000225,USPS,4,A,USPS
225,68.21829275,PKG000226,TLMD,4,A,1
226,68.21829275,PKG000227,TLMD,5,A,1
227,68.21829275,PKG000228,UPSN,5,A,UPSN
228,68.21829275,PKG000229,UPSN,5,A,UPSN
229,68.21829275,PKG000230,TLMD,5,A,1
230,68.21829275,PKG000231,TLMD,5,A,2
231,68.21829275,PKG000232,TLMD,5,A,2
232,68.21829275,PKG000233,FDEG,5,A,FDEG
233,68.21829275,PKG000234,TLMD,5,A,3AB
234,68.21829275,PKG000235,TLMD,5,A,1
235,68.21829275,PKG000236,TLMD,5,A,2
236,68.21829275,PKG000237,FDE,5,A,FDE
237,68.21829275,PKG000238,TLMD,5,A,2
238,68.21829275,PKG000239,TLMD,5,A,1
239,68.21829275,PKG000240,UPSN,5,A,UPSN
240,68.21829275,PKG000241,TLMD,5,A,2
241,68.21829275,PKG000242,TLMD,5,A,1
242,68.21829275,PKG000243,FDEG,5,A,FDEG
243,68.21829275,PKG000244,TLMD,5,A,1
244,68.21829275,PKG000245,TLMD,5,A,1
245,68.21829275,PKG000246,FDEG,5,A,FDEG
246,68.21829275,PKG000247,TLMD,5,A,1
247,68.21829275,PKG000248,TLMD,5,A,2
248,68.21829275,PKG000249,TLMD,5,A,1
249,68.21829275,PKG000250,FDEG,5,A,FDEG
250,68.21829275,PKG000251,UPSN,5,A,UPSN
251,68.21829275,PKG000252,USPS,5,A,USPS
252,68.21829275,PKG000253,TLMD,5,A,2
253,68.21829275,PKG000254,TLMD,5,A,1
254,68.21829275,PKG000255,UPSN,5,A,UPSN
255,68.21829275,PKG000256,TLMD,5,A,2
256,68.21829275,PKG000257,TLMD,5,A,1
257,68.21829275,PKG000258,TLMD,5,A,2
258,68.21829275,PKG000259,TLMD,5,A,1
259,68.21829275,PKG000260,TLMD,5,A,1
260,68.21829275,PKG000261,UPSN,5,A,UPSN
261,68.21829275,PKG000262,TLMD,5,A,3AB
262,68.21829275,PKG000263,FDEG,5,A,FDEG
263,68.21829275,PKG000264,USPS,5,A,USPS
264,68.21829275,PKG000265,TLMD,5,A,1
265,68.21829275,PKG000266,UPSN,5,A,UPSN
266,68.21829275,PKG000267,TLMD,5,A,2
267,68.21829275,PKG000268,USPS,5,A,USPS
268,68.21829275,PKG000269,TLMD,5,A,2
269,68.21829275,PKG000270,FDEG,5,A,FDEG
270,68.21829275,PKG000271,TLMD,5,A,1
271,68.21829275,PKG000272,TLMD,5,A,2
272,68.21829275,PKG000273,TLMD,5,A,1
273,68.21829275,PKG000274,TLMD,5,A,1
274,68.21829275,PKG000275,TLMD,5,A,1
275,68.21829275,PKG000276,FDEG,5,A,FDEG
276,68.21829275,PKG000277,TLMD,5,A,1
277,68.21829275,PKG000278,TLMD,6,A,1
278,68.21829275,PKG000279,FDEG,6,A,FDEG
279,68.21829275,PKG000280,TLMD,6,A,1
280,68.21829275,PKG000281,TLMD,6,A,2
281,68.21829275,PKG000282,TLMD,6,A,1
282,68.21829275,PKG000283,FDEG,6,A,FDEG
283,68.21829275,PKG000284,TLMD,6,A,2
284,68.21829275,PKG000285,TLMD,6,A,2
285,68.21829275,PKG000286,TLMD,6,A,3AB
286,68.21829275,PKG000287,TLMD,6,A,2
287,68.21829275,PKG000288,TLMD,6,A,1
288,68.21829275,PKG000289,FDEG,6,A,FDEG
289,68.21829275,PKG000290,TLMD,6,A,1
290,68.21829275,PKG000291,TLMD,6,A,1
291,68.21829275,PKG000292,UPSN,6,A,UPSN
292,68.21829275,PKG000293,TLMD,6,A,2
293,68.21829275,PKG000294,TLMD,6,A,2
294,68.21829275,PKG000295,USPS,6,A,USPS
295,68.21829275,PKG000296,USPS,6,A,USPS
296,68.21829275,PKG000297,TLMD,6,A,1
297,68.21829275,PKG000298,USPS,6,A,USPS
298,68.21829275,PKG000299,TLMD,6,A,3AB
299,68.21829275,PKG000300,TLMD,6,A,1
300,68.21829275,PKG000301,UPSN,6,A,UPSN
301,68.21829275,PKG000302,TLMD,6,A,1
302,68.21829275,PKG000303,TLMD,6,A,1
303,68.21829275,PKG000304,USPS,6,A,USPS
304,68.21829275,PKG000305,FDEG,6,A,FDEG
305,68.21829275,PKG000306,TLMD,6,A,1
306,68.21829275,PKG000307,TLMD,6,A,1
307,68.21829275,PKG000308,TLMD,6,A,1
308,68.21829275,PKG000309,TLMD,6,A,2
309,68.21829275,PKG000310,TLMD,6,A,1
310,68.21829275,PKG000311,FDEG,6,A,FDEG
311,68.21829275,PKG000312,FDEG,6,A,FDEG
312,68.21829275,PKG000313,FDEG,6,A,FDEG
313,68.21829275,PKG000314,TLMD,6,A,1
314,68.21829275,PKG000315,TLMD,6,A,2
315,68.21829275,PKG000316,TLMD,6,A,1
316,68.21829275,PKG000317,USPS,6,A,USPS
317,68.21829275,PKG000318,TLMD,6,A,1
318,68.21829275,PKG000319,FDEG,6,A,FDEG
319,68.21829275,PKG000320,USPS,6,A,USPS
320,68.21829275,PKG000321,TLMD,6,A,2
321,68.21829275,PKG000322,TLMD,6,A,1
322,68.21829275,PKG000323,USPS,6,A,USPS
323,68.21829275,PKG000324,TLMD,6,A,1
324,68.21829275,PKG000325,TLMD,6,A,3AB
325,68.21829275,PKG000326,TLMD,6,A,1
326,68.21829275,PKG000327,FDEG,6,A,FDEG
327,68.21829275,PKG000328,TLMD,7,A,2
328,68.21829275,PKG000329,TLMD,7,A,2
329,68.21829275,PKG000330,TLMD,7,A,1
330,68.21829275,PKG000331,TLMD,7,A,1
331,68.21829275,PKG000332,TLMD,7,A,1
332,68.21829275,PKG000333,TLMD,7,A,1
333,68.21829275,PKG000334,TLMD,7,A,1
334,68.21829275,PKG000335,TLMD,7,A,2
335,68.21829275,PKG000336,TLMD,7,A,1
336,68.21829275,PKG000337,USPS,7,A,USPS
337,68.21829275,PKG000338,FDEG,7,A,FDEG
338,68.21829275,PKG000339,USPS,7,A,USPS
339,68.21829275,PKG000340,TLMD,7,A,2
340,68.21829275,PKG000341,TLMD,7,A,1
341,68.21829275,PKG000342,TLMD,7,A,2
342,68.21829275,PKG000343,FDEG,7,A,FDEG
343,68.21829275,PKG000344,FDEG,7,A,FDEG
344,68.21829275,PKG000345,TLMD,7,A,3AB
345,68.21829275,PKG000346,TLMD,7,A,1
346,68.21829275,PKG000347,TLMD,7,A,1
347,68.21829275,PKG000348,TLMD,7,A,1
348,68.21829275,PKG000349,UPSN,7,A,UPSN
349,68.21829275,PKG000350,TLMD,7,A,2
350,68.21829275,PKG000351,TLMD,7,A,3AB
351,68.21829275,PKG000352,FDEG,7,A,FDEG
352,68.21829275,PKG000353,TLMD,7,A,1
353,68.21829275,PKG000354,TLMD,7,A,1
354,68.21829275,PKG000355,USPS,7,A,USPS
355,68.21829275,PKG000356,TLMD,7,A,2
356,68.21829275,PKG000357,FDEG,7,A,FDEG
357,68.21829275,PKG000358,TLMD,7,A,2
358,68.21829275,PKG000359,TLMD,7,A,1
359,68.21829275,PKG000360,TLMD,7,A,1
360,68.21829275,PKG000361,FDEG,7,A,FDEG
361,68.21829275,PKG000362,FDEG,7,A,FDEG
362,68.21829275,PKG000363,TLMD,7,A,2
363,68.21829275,PKG000364,FDEG,7,A,FDEG
364,68.21829275,PKG000365,TLMD,7,A,1
365,68.21829275,PKG000366,TLMD,7,A,1
366,68.21829275,PKG000367,TLMD,7,A,1
367,68.21829275,PKG000368,FDEG,7,A,FDEG
368,68.21829275,PKG000369,TLMD,7,A,1
369,68.21829275,PKG000370,TLMD,7,A,1
370,68.21829275,PKG000371,TLMD,7,A,2
371,68.21829275,PKG000372,TLMD,7,A,1
372,68.21829275,PKG000373,TLMD,7,A,1
373,68.21829275,PKG000374,TLMD,7,A,3AB
374,68.21829275,PKG000375,USPS,7,A,USPS
375,68.21829275,PKG000376,TLMD,7,A,1
376,68.21829275,PKG000377,USPS,7,A,USPS
377,68.21829275,PKG000378,TLMD,7,A,3AB
378,68.21829275,PKG000379,FDEG,7,A,FDEG
379,68.21829275,PKG000380,TLMD,7,A,3AB
380,68.21829275,PKG000381,FDEG,7,A,FDEG
381,68.21829275,PKG000382,TLMD,7,A,1
382,68.21829275,PKG000383,USPS,7,A,USPS
383,68.21829275,PKG000384,TLMD,7,A,1
384,68.21829275,PKG000385,USPS,7,A,USPS
385,68.21829275,PKG000386,TLMD,7,A,2
386,68.21829275,PKG000387,TLMD,7,A,2
387,68.21829275,PKG000388,USPS,7,A,USPS
388,68.21829275,PKG000389,TLMD,7,A,2
389,68.21829275,PKG000390,FDEG,8,A,FDEG
390,68.21829275,PKG000391,TLMD,8,A,2
391,68.21829275,PKG000392,TLMD,8,A,2
392,68.21829275,PKG000393,TLMD,8,A,2
393,68.21829275,PKG000394,TLMD,8,A,3AB
394,68.21829275,PKG000395,TLMD,8,A,2
395,68.21829275,PKG000396,UPSN,8,A,UPSN
396,68.21829275,PKG000397,FDEG,8,A,FDEG
397,68.21829275,PKG000398,FDEG,8,A,FDEG
398,68.21829275,PKG000399,TLMD,8,A,3AB
399,68.21829275,PKG000400,UPSN,8,A,UPSN
400,68.21829275,PKG000401,TLMD,8,A,1
401,68.21829275,PKG000402,TLMD,8,A,1
402,68.21829275,PKG000403,TLMD,8,A,3AB
403,68.21829275,PKG000404,USPS,8,A,USPS
404,68.21829275,PKG000405,TLMD,8,A,2
405,68.21829275,PKG000406,TLMD,8,A,2
406,68.21829275,PKG000407,TLMD,8,A,1
407,68.21829275,PKG000408,TLMD,8,A,2
408,68.21829275,PKG000409,TLMD,8,A,2
409,68.21829275,PKG000410,TLMD,8,A,1
410,68.21829275,PKG000411,TLMD,8,A,1
411,68.21829275,PKG000412,TLMD,8,A,1
412,68.21829275,PKG000413,TLMD,8,A,3AB
413,68.21829275,PKG000414,TLMD,8,A,2
414,68.21829275,PKG000415,TLMD,8,A,3AB
415,68.21829275,PKG000416,UPSN,8,A,UPSN
416,68.21829275,PKG000417,TLMD,8,A,1
417,68.21829275,PKG000418,TLMD,8,A,2
418,68.21829275,PKG000419,FDEG,8,A,FDEG
419,68.21829275,PKG000420,TLMD,8,A,1
420,68.21829275,PKG000421,TLMD,8,A,1
421,68.21829275,PKG000422,USPS,8,A,USPS
422,68.21829275,PKG000423,FDEG,8,A,FDEG
423,68.21829275,PKG000424,FDEG,8,A,FDEG
424,68.21829275,PKG000425,USPS,8,A,USPS
425,68.21829275,PKG000426,FDEG,8,A,FDEG
426,68.21829275,PKG000427,TLMD,8,A,1
427,68.21829275,PKG000428,TLMD,8,A,2
428,68.21829275,PKG000429,TLMD,8,A,1
429,68.21829275,PKG000430,TLMD,8,A,1
430,68.21829275,PKG000431,USPS,8,A,USPS
431,68.21829275,PKG000432,TLMD,8,A,3AB
432,68.21829275,PKG000433,TLMD,8,A,2
433,68.21829275,PKG000434,USPS,8,A,USPS
434,68.21829275,PKG000435,TLMD,9,A,1
435,68.21829275,PKG000436,TLMD,9,A,2
436,68.21829275,PKG000437,TLMD,9,A,1
437,68.21829275,PKG000438,TLMD,9,A,3AB
438,68.21829275,PKG000439,TLMD,9,A,2
439,68.21829275,PKG000440,TLMD,9,A,3AB
440,68.21829275,PKG000441,TLMD,9,A,1
441,68.21829275,PKG000442,TLMD,9,A,2
442,68.21829275,PKG000443,TLMD,9,A,1
443,68.21829275,PKG000444,USPS,9,A,USPS
444,68.21829275,PKG000445,FDEG,9,A,FDEG
445,68.21829275,PKG000446,TLMD,9,A,1
446,68.21829275,PKG000447,FDEG,9,A,FDEG
447,68.21829275,PKG000448,UPSN,9,A,UPSN
448,68.21829275,PKG000449,FDEG,9,A,FDEG
449,68.21829275,PKG000450,USPS,9,A,USPS
450,68.21829275,PKG000451,FDEG,9,A,FDEG
451,68.21829275,PKG000452,USPS,9,A,USPS
452,68.21829275,PKG000453,USPS,9,A,USPS
453,68.21829275,PKG000454,TLMD,9,A,2
454,68.21829275,PKG000455,FDEG,9,A,FDEG
455,68.21829275,PKG000456,FDEG,9,A,FDEG
456,68.21829275,PKG000457,USPS,9,A,USPS
457,68.21829275,PKG000458,FDEG,9,A,FDEG
458,68.21829275,PKG000459,TLMD,9,A,1
459,68.21829275,PKG000460,TLMD,9,A,1
460,68.21829275,PKG000461,TLMD,9,A,1
461,68.21829275,PKG000462,TLMD,9,A,2
462,68.21829275,PKG000463,TLMD,9,A,1
463,68.21829275,PKG000464,TLMD,9,A,2
464,68.21829275,PKG000465,TLMD,9,A,2
465,68.21829275,PKG000466,TLMD,9,A,1
466,68.21829275,PKG000467,TLMD,9,A,2
467,68.21829275,PKG000468,TLMD,9,A,2
468,68.21829275,PKG000469,TLMD,9,A,2
469,68.21829275,PKG000470,TLMD,9,A,1
470,68.21829275,PKG000471,TLMD,9,A,1
471,68.21829275,PKG000472,FDEG,9,A,FDEG
472,68.21829275,PKG000473,USPS,9,A,USPS
473,68.21829275,PKG000474,TLMD,9,A,1
474,68.21829275,PKG000475,TLMD,9,A,3AB
475,68.21829275,PKG000476,TLMD,9,A,1
476,68.21829275,PKG000477,USPS,9,A,USPS
477,68.21829275,PKG000478,TLMD,9,A,2
478,68.21829275,PKG000479,FDEG,9,A,FDEG
479,68.21829275,PKG000480,FDEG,9,A,FDEG
480,68.21829275,PKG000481,TLMD,9,A,1
481,68.21829275,PKG000482,UPSN,9,A,UPSN
482,68.21829275,PKG000483,USPS,9,A,USPS
483,68.21829275,PKG000484,TLMD,9,A,1
484,68.21829275,PKG000485,TLMD,9,A,2
485,68.21829275,PKG000486,TLMD,9,A,1
486,68.21829275,PKG000487,TLMD,9,A,1
487,68.21829275,PKG000488,USPS,9,A,USPS
488,68.21829275,PKG000489,USPS,9,A,USPS
489,68.21829275,PKG000490,TLMD,9,A,1
490,68.21829275,PKG000491,TLMD,9,A,1
491,68.21829275,PKG000492,TLMD,9,A,2
492,68.21829275,PKG000493,FDEG,9,A,FDEG
493,68.21829275,PKG000494,USPS,9,A,USPS
494,68.21829275,PKG000495,TLMD,9,A,2
495,68.21829275,PKG000496,FDEG,9,A,FDEG
496,68.21829275,PKG000497,TLMD,9,A,3AB
497,68.21829275,PKG000498,TLMD,9,A,3AB
498,68.21829275,PKG000499,UPSN,9,A,UPSN
499,68.21829275,PKG000500,USPS,10,A,USPS
500,68.21829275,PKG000501,TLMD,10,A,1
501,68.21829275,PKG000502,FDEG,10,A,FDEG
502,68.21829275,PKG000503,TLMD,10,A,2
503,68.21829275,PKG000504,USPS,10,A,USPS
504,68.21829275,PKG000505,TLMD,10,A,1
505,68.21829275,PKG000506,TLMD,10,A,1
506,68.21829275,PKG000507,UPSN,10,A,UPSN
507,68.21829275,PKG000508,TLMD,10,A,2
508,68.21829275,PKG000509,FDEG,10,A,FDEG
509,68.21829275,PKG000510,TLMD,10,A,2
510,68.21829275,PKG000511,TLMD,10,A,1
511,68.21829275,PKG000512,TLMD,10,A,2
512,68.21829275,PKG000513,TLMD,10,A,3AB
513,68.21829275,PKG000514,FDEG,10,A,FDEG
514,68.21829275,PKG000515,TLMD,10,A,1
515,68.21829275,PKG000516,USPS,10,A,USPS
516,68.21829275,PKG000517,USPS,10,A,USPS
517,68.21829275,PKG000518,FDEG,10,A,FDEG
518,68.21829275,PKG000519,FDEG,10,A,FDEG
519,68.21829275,PKG000520,TLMD,10,A,2
520,68.21829275,PKG000521,USPS,10,A,USPS
521,68.21829275,PKG000522,TLMD,10,A,2
522,68.21829275,PKG000523,UPSN,10,A,UPSN
523,68.21829275,PKG000524,TLMD,10,A,3AB
524,68.21829275,PKG000525,USPS,10,A,USPS
525,68.21829275,PKG000526,FDEG,10,A,FDEG
526,68.21829275,PKG000527,TLMD,10,A,1
527,68.21829275,PKG000528,TLMD,10,A,1
528,68.21829275,PKG000529,FDEG,10,A,FDEG
529,68.21829275,PKG000530,TLMD,10,A,2
530,68.21829275,PKG000531,TLMD,10,A,1
531,68.21829275,PKG000532,TLMD,10,A,1
532,68.21829275,PKG000533,TLMD,10,A,3AB
533,68.21829275,PKG000534,FDEG,10,A,FDEG
534,68.21829275,PKG000535,TLMD,10,A,3AB
535,68.21829275,PKG000536,FDEG,10,A,FDEG
