,Pallet,num_packages,earliest_arrival,packages,linehaul
40,41,64,142.2493067510049,"[('PKG002217', 'TLMD', '2'), ('PKG002218', 'TLMD', '3AB'), ('PKG002219', 'TLMD', '2'), ('PKG002220', 'FDEG', 'FDEG'), ('PKG002221', 'TLMD', '2'), ('PKG002222', 'FDEG', 'FDEG'), ('PKG002223', 'UPSN', 'UPSN'), ('PKG002224', 'FDEG', 'FDEG'), ('PKG002225', 'TLMD', '1'), ('PKG002226', 'TLMD', '2'), ('PKG002227', 'UPSN', 'UPSN'), ('PKG002228', 'FDEG', 'FDEG'), ('PKG002229', 'TLMD', '2'), ('PKG002230', 'USPS', 'USPS'), ('PKG002231', 'UPSN', 'UPSN'), ('PKG002232', 'TLMD', '1'), ('PKG002233', 'UPSN', 'UPSN'), ('PKG002234', 'UPSN', 'UPSN'), ('PKG002235', 'TLMD', '2'), ('PKG002236', 'TLMD', '2'), ('PKG002237', 'UPSN', 'UPSN'), ('PKG002238', 'FDEG', 'FDEG'), ('PKG002239', 'TLMD', '3AB'), ('PKG002240', 'TLMD', '1'), ('PKG002241', 'TLMD', '1'), ('PKG002242', 'FDEG', 'FDEG'), ('PKG002243', 'TLMD', '3AB'), ('PKG002244', 'FDEG', 'FDEG'), ('PKG002245', 'UPSN', 'UPSN'), ('PKG002246', 'TLMD', '1'), ('PKG002247', 'TLMD', '3AB'), ('PKG002248', 'FDEG', 'FDEG'), ('PKG002249', 'UPSN', 'UPSN'), ('PKG002250', 'TLMD', '1'), ('PKG002251', 'USPS', 'USPS'), ('PKG002252', 'FDEG', 'FDEG'), ('PKG002253', 'TLMD', '2'), ('PKG002254', 'UPSN', 'UPSN'), ('PKG002255', 'TLMD', '3AB'), ('PKG002256', 'UPSN', 'UPSN'), ('PKG002257', 'TLMD', '1'), ('PKG002258', 'USPS', 'USPS'), ('PKG002259', 'TLMD', '1'), ('PKG002260', 'USPS', 'USPS'), ('PKG002261', 'TLMD', '1'), ('PKG002262', 'FDEG', 'FDEG'), ('PKG002263', 'FDEG', 'FDEG'), ('PKG002264', 'USPS', 'USPS'), ('PKG002265', 'FDEG', 'FDEG'), ('PKG002266', 'TLMD', '3AB'), ('PKG002267', 'TLMD', '1'), ('PKG002268', 'UPSN', 'UPSN'), ('PKG002269', 'TLMD', '2'), ('PKG002270', 'USPS', 'USPS'), ('PKG002271', 'USPS', 'USPS'), ('PKG002272', 'TLMD', '1'), ('PKG002273', 'TLMD', '2'), ('PKG002274', 'TLMD', '3AB'), ('PKG002275', 'FDEG', 'FDEG'), ('PKG002276', 'TLMD', '2'), ('PKG002277', 'UPSN', 'UPSN'), ('PKG002278', 'UPSN', 'UPSN'), ('PKG002279', 'TLMD', '2'), ('PKG002280', 'TLMD', '2')]",A
41,42,59,142.2493067510049,"[('PKG002281', 'TLMD', '2'), ('PKG002282', 'FDEG', 'FDEG'), ('PKG002283', 'TLMD', '2'), ('PKG002284', 'TLMD', '2'), ('PKG002285', 'TLMD', '1'), ('PKG002286', 'TLMD', '2'), ('PKG002287', 'TLMD', '3AB'), ('PKG002288', 'TLMD', '1'), ('PKG002289', 'TLMD', '3AB'), ('PKG002290', 'TLMD', '1'), ('PKG002291', 'FDEG', 'FDEG'), ('PKG002292', 'TLMD', '1'), ('PKG002293', 'UPSN', 'UPSN'), ('PKG002294', 'USPS', 'USPS'), ('PKG002295', 'TLMD', '1'), ('PKG002296', 'FDEG', 'FDEG'), ('PKG002297', 'UPSN', 'UPSN'), ('PKG002298', 'UPSN', 'UPSN'), ('PKG002299', 'TLMD', '1'), ('PKG002300', 'UPSN', 'UPSN'), ('PKG002301', 'UPSN', 'UPSN'), ('PKG002302', 'FDEG', 'FDEG'), ('PKG002303', 'TLMD', '3AB'), ('PKG002304', 'TLMD', '1'), ('PKG002305', 'FDEG', 'FDEG'), ('PKG002306', 'TLMD', '2'), ('PKG002307', 'TLMD', '1'), ('PKG002308', 'TLMD', '2'), ('PKG002309', 'UPSN', 'UPSN'), ('PKG002310', 'FDEG', 'FDEG'), ('PKG002311', 'TLMD', '2'), ('PKG002312', 'TLMD', '1'), ('PKG002313', 'TLMD', '3AB'), ('PKG002314', 'TLMD', '3AB'), ('PKG002315', 'FDEG', 'FDEG'), ('PKG002316', 'FDEG', 'FDEG'), ('PKG002317', 'TLMD', '2'), ('PKG002318', 'USPS', 'USPS'), ('PKG002319', 'TLMD', '1'), ('PKG002320', 'UPSN', 'UPSN'), ('PKG002321', 'TLMD', '1'), ('PKG002322', 'TLMD', '2'), ('PKG002323', 'FDEG', 'FDEG'), ('PKG002324', 'FDEG', 'FDEG'), ('PKG002325', 'UPSN', 'UPSN'), ('PKG002326', 'FDEG', 'FDEG'), ('PKG002327', 'TLMD', '2'), ('PKG002328', 'FDEG', 'FDEG'), ('PKG002329', 'TLMD', '1'), ('PKG002330', 'TLMD', '1'), ('PKG002331', 'TLMD', '2'), ('PKG002332', 'TLMD', '1'), ('PKG002333', 'UPSN', 'UPSN'), ('PKG002334', 'FDEG', 'FDEG'), ('PKG002335', 'TLMD', '3AB'), ('PKG002336', 'UPSN', 'UPSN'), ('PKG002337', 'TLMD', '1'), ('PKG002338', 'USPS', 'USPS'), ('PKG002339', 'TLMD', '3AB')]",A
42,43,74,130.53413818638913,"[('PKG002340', 'UPSN', 'UPSN'), ('PKG002341', 'UPSN', 'UPSN'), ('PKG002342', 'FDEG', 'FDEG'), ('PKG002343', 'FDEG', 'FDEG'), ('PKG002344', 'UPSN', 'UPSN'), ('PKG002345', 'FDEG', 'FDEG'), ('PKG002346', 'UPSN', 'UPSN'), ('PKG002347', 'TLMD', '2'), ('PKG002348', 'FDEG', 'FDEG'), ('PKG002349', 'FDEG', 'FDEG'), ('PKG002350', 'FDEG', 'FDEG'), ('PKG002351', 'TLMD', '2'), ('PKG002352', 'TLMD', '2'), ('PKG002353', 'UPSN', 'UPSN'), ('PKG002354', 'TLMD', '3AB'), ('PKG002355', 'UPSN', 'UPSN'), ('PKG002356', 'TLMD', '1'), ('PKG002357', 'TLMD', '1'), ('PKG002358', 'UPSN', 'UPSN'), ('PKG002359', 'USPS', 'USPS'), ('PKG002360', 'TLMD', '1'), ('PKG002361', 'UPSN', 'UPSN'), ('PKG002362', 'TLMD', '2'), ('PKG002363', 'TLMD', '1'), ('PKG002364', 'FDEG', 'FDEG'), ('PKG002365', 'UPSN', 'UPSN'), ('PKG002366', 'FDEG', 'FDEG'), ('PKG002367', 'TLMD', '3AB'), ('PKG002368', 'TLMD', '1'), ('PKG002369', 'TLMD', '3AB'), ('PKG002370', 'FDEG', 'FDEG'), ('PKG002371', 'TLMD', '2'), ('PKG002372', 'TLMD', '1'), ('PKG002373', 'FDEG', 'FDEG'), ('PKG002374', 'FDEG', 'FDEG'), ('PKG002375', 'FDEG', 'FDEG'), ('PKG002376', 'TLMD', '1'), ('PKG002377', 'TLMD', '1'), ('PKG002378', 'UPSN', 'UPSN'), ('PKG002379', 'UPSN', 'UPSN'), ('PKG002380', 'UPSN', 'UPSN'), ('PKG002381', 'TLMD', '1'), ('PKG002382', 'TLMD', '1'), ('PKG002383', 'UPSN', 'UPSN'), ('PKG002384', 'FDEG', 'FDEG'), ('PKG002385', 'TLMD', '3AB'), ('PKG002386', 'FDEG', 'FDEG'), ('PKG002387', 'UPSN', 'UPSN'), ('PKG002388', 'TLMD', '1'), ('PKG002389', 'UPSN', 'UPSN'), ('PKG002390', 'TLMD', '1'), ('PKG002391', 'TLMD', '2'), ('PKG002392', 'TLMD', '3AB'), ('PKG002393', 'UPSN', 'UPSN'), ('PKG002394', 'TLMD', '1'), ('PKG002395', 'TLMD', '2'), ('PKG002396', 'FDEG', 'FDEG'), ('PKG002397', 'UPSN', 'UPSN'), ('PKG002398', 'TLMD', '3AB'), ('PKG002399', 'USPS', 'USPS'), ('PKG002400', 'FDEG', 'FDEG'), ('PKG002401', 'FDEG', 'FDEG'), ('PKG002402', 'TLMD', '1'), ('PKG002403', 'FDEG', 'FDEG'), ('PKG002404', 'TLMD', '1'), ('PKG002405', 'UPSN', 'UPSN'), ('PKG002406', 'TLMD', '2'), ('PKG002407', 'TLMD', '2'), ('PKG002408', 'TLMD', '3AB'), ('PKG002409', 'TLMD', '3AB'), ('PKG002410', 'TLMD', '3AB'), ('PKG002411', 'TLMD', '1'), ('PKG002412', 'UPSN', 'UPSN'), ('PKG002413', 'TLMD', '1')]",A
43,44,58,130.53413818638913,"[('PKG002414', 'TLMD', '2'), ('PKG002415', 'UPSN', 'UPSN'), ('PKG002416', 'FDEG', 'FDEG'), ('PKG002417', 'USPS', 'USPS'), ('PKG002418', 'TLMD', '3AB'), ('PKG002419', 'UPSN', 'UPSN'), ('PKG002420', 'TLMD', '2'), ('PKG002421', 'TLMD', '3AB'), ('PKG002422', 'TLMD', '1'), ('PKG002423', 'TLMD', '3AB'), ('PKG002424', 'TLMD', '3AB'), ('PKG002425', 'TLMD', '2'), ('PKG002426', 'TLMD', '1'), ('PKG002427', 'USPS', 'USPS'), ('PKG002428', 'UPSN', 'UPSN'), ('PKG002429', 'TLMD', '2'), ('PKG002430', 'TLMD', '2'), ('PKG002431', 'TLMD', '3AB'), ('PKG002432', 'TLMD', '3AB'), ('PKG002433', 'USPS', 'USPS'), ('PKG002434', 'TLMD', '1'), ('PKG002435', 'TLMD', '1'), ('PKG002436', 'TLMD', '1'), ('PKG002437', 'UPSN', 'UPSN'), ('PKG002438', 'FDEG', 'FDEG'), ('PKG002439', 'TLMD', '1'), ('PKG002440', 'TLMD', '2'), ('PKG002441', 'FDEG', 'FDEG'), ('PKG002442', 'UPSN', 'UPSN'), ('PKG002443', 'TLMD', '1'), ('PKG002444', 'FDEG', 'FDEG'), ('PKG002445', 'TLMD', '2'), ('PKG002446', 'TLMD', '1'), ('PKG002447', 'TLMD', '1'), ('PKG002448', 'UPSN', 'UPSN'), ('PKG002449', 'TLMD', '2'), ('PKG002450', 'TLMD', '1'), ('PKG002451', 'TLMD', '2'), ('PKG002452', 'TLMD', '3AB'), ('PKG002453', 'UPSN', 'UPSN'), ('PKG002454', 'TLMD', '2'), ('PKG002455', 'TLMD', '2'), ('PKG002456', 'USPS', 'USPS'), ('PKG002457', 'TLMD', '3AB'), ('PKG002458', 'FDEG', 'FDEG'), ('PKG002459', 'UPSN', 'UPSN'), ('PKG002460', 'USPS', 'USPS'), ('PKG002461', 'TLMD', '1'), ('PKG002462', 'UPSN', 'UPSN'), ('PKG002463', 'TLMD', '2'), ('PKG002464', 'FDEG', 'FDEG'), ('PKG002465', 'USPS', 'USPS'), ('PKG002466', 'TLMD', '2'), ('PKG002467', 'TLMD', '3AB'), ('PKG002468', 'FDEG', 'FDEG'), ('PKG002469', 'TLMD', '2'), ('PKG002470', 'TLMD', '1'), ('PKG002471', 'TLMD', '1')]",A
44,45,57,130.53413818638913,"[('PKG002472', 'UPSN', 'UPSN'), ('PKG002473', 'TLMD', '1'), ('PKG002474', 'TLMD', '1'), ('PKG002475', 'TLMD', '3AB'), ('PKG002476', 'FDEG', 'FDEG'), ('PKG002477', 'USPS', 'USPS'), ('PKG002478', 'UPSN', 'UPSN'), ('PKG002479', 'USPS', 'USPS'), ('PKG002480', 'FDEG', 'FDEG'), ('PKG002481', 'FDEG', 'FDEG'), ('PKG002482', 'TLMD', '2'), ('PKG002483', 'FDEG', 'FDEG'), ('PKG002484', 'TLMD', '3AB'), ('PKG002485', 'UPSN', 'UPSN'), ('PKG002486', 'TLMD', '1'), ('PKG002487', 'FDEG', 'FDEG'), ('PKG002488', 'USPS', 'USPS'), ('PKG002489', 'TLMD', '2'), ('PKG002490', 'FDEG', 'FDEG'), ('PKG002491', 'TLMD', '3AB'), ('PKG002492', 'TLMD', '1'), ('PKG002493', 'USPS', 'USPS'), ('PKG002494', 'FDEG', 'FDEG'), ('PKG002495', 'UPSN', 'UPSN'), ('PKG002496', 'TLMD', '3AB'), ('PKG002497', 'FDEG', 'FDEG'), ('PKG002498', 'TLMD', '1'), ('PKG002499', 'USPS', 'USPS'), ('PKG002500', 'FDEG', 'FDEG'), ('PKG002501', 'FDEG', 'FDEG'), ('PKG002502', 'TLMD', '3AB'), ('PKG002503', 'UPSN', 'UPSN'), ('PKG002504', 'TLMD', '3AB'), ('PKG002505', 'TLMD', '1'), ('PKG002506', 'FDEG', 'FDEG'), ('PKG002507', 'TLMD', '1'), ('PKG002508', 'TLMD', '1'), ('PKG002509', 'UPSN', 'UPSN'), ('PKG002510', 'TLMD', '2'), ('PKG002511', 'TLMD', '2'), ('PKG002512', 'TLMD', '1'), ('PKG002513', 'TLMD', '1'), ('PKG002514', 'UPSN', 'UPSN'), ('PKG002515', 'TLMD', '2'), ('PKG002516', 'TLMD', '1'), ('PKG002517', 'FDEG', 'FDEG'), ('PKG002518', 'UPSN', 'UPSN'), ('PKG002519', 'TLMD', '2'), ('PKG002520', 'FDEG', 'FDEG'), ('PKG002521', 'TLMD', '2'), ('PKG002522', 'TLMD', '1'), ('PKG002523', 'TLMD', '1'), ('PKG002524', 'USPS', 'USPS'), ('PKG002525', 'TLMD', '1'), ('PKG002526', 'TLMD', '1'), ('PKG002527', 'TLMD', '3AB'), ('PKG002528', 'TLMD', '2')]",A
45,46,62,130.53413818638913,"[('PKG002529', 'TLMD', '1'), ('PKG002530', 'TLMD', '1'), ('PKG002531', 'TLMD', '2'), ('PKG002532', 'FDEG', 'FDEG'), ('PKG002533', 'TLMD', '2'), ('PKG002534', 'TLMD', '1'), ('PKG002535', 'FDEG', 'FDEG'), ('PKG002536', 'TLMD', '2'), ('PKG002537', 'TLMD', '2'), ('PKG002538', 'FDEG', 'FDEG'), ('PKG002539', 'USPS', 'USPS'), ('PKG002540', 'USPS', 'USPS'), ('PKG002541', 'FDEG', 'FDEG'), ('PKG002542', 'TLMD', '2'), ('PKG002543', 'TLMD', '3AB'), ('PKG002544', 'UPSN', 'UPSN'), ('PKG002545', 'TLMD', '3AB'), ('PKG002546', 'UPSN', 'UPSN'), ('PKG002547', 'FDEG', 'FDEG'), ('PKG002548', 'FDEG', 'FDEG'), ('PKG002549', 'UPSN', 'UPSN'), ('PKG002550', 'TLMD', '3AB'), ('PKG002551', 'TLMD', '1'), ('PKG002552', 'USPS', 'USPS'), ('PKG002553', 'FDEG', 'FDEG'), ('PKG002554', 'TLMD', '1'), ('PKG002555', 'FDEG', 'FDEG'), ('PKG002556', 'FDEG', 'FDEG'), ('PKG002557', 'TLMD', '3AB'), ('PKG002558', 'TLMD', '2'), ('PKG002559', 'USPS', 'USPS'), ('PKG002560', 'TLMD', '1'), ('PKG002561', 'UPSN', 'UPSN'), ('PKG002562', 'UPSN', 'UPSN'), ('PKG002563', 'TLMD', '1'), ('PKG002564', 'FDEG', 'FDEG'), ('PKG002565', 'TLMD', '3AB'), ('PKG002566', 'TLMD', '2'), ('PKG002567', 'FDEG', 'FDEG'), ('PKG002568', 'UPSN', 'UPSN'), ('PKG002569', 'TLMD', '2'), ('PKG002570', 'TLMD', '3AB'), ('PKG002571', 'UPSN', 'UPSN'), ('PKG002572', 'TLMD', '1'), ('PKG002573', 'USPS', 'USPS'), ('PKG002574', 'UPSN', 'UPSN'), ('PKG002575', 'TLMD', '2'), ('PKG002576', 'UPSN', 'UPSN'), ('PKG002577', 'TLMD', '1'), ('PKG002578', 'TLMD', '3AB'), ('PKG002579', 'FDEG', 'FDEG'), ('PKG002580', 'FDEG', 'FDEG'), ('PKG002581', 'TLMD', '3AB'), ('PKG002582', 'TLMD', '3AB'), ('PKG002583', 'FDEG', 'FDEG'), ('PKG002584', 'UPSN', 'UPSN'), ('PKG002585', 'UPSN', 'UPSN'), ('PKG002586', 'TLMD', '2'), ('PKG002587', 'UPSN', 'UPSN'), ('PKG002588', 'TLMD', '3AB'), ('PKG002589', 'TLMD', '2'), ('PKG002590', 'FDEG', 'FDEG')]",A
46,47,65,130.53413818638913,"[('PKG002591', 'UPSN', 'UPSN'), ('PKG002592', 'UPSN', 'UPSN'), ('PKG002593', 'UPSN', 'UPSN'), ('PKG002594', 'TLMD', '1'), ('PKG002595', 'TLMD', '3AB'), ('PKG002596', 'TLMD', '2'), ('PKG002597', 'UPSN', 'UPSN'), ('PKG002598', 'UPSN', 'UPSN'), ('PKG002599', 'TLMD', '1'), ('PKG002600', 'FDEG', 'FDEG'), ('PKG002601', 'TLMD', '3AB'), ('PKG002602', 'UPSN', 'UPSN'), ('PKG002603', 'TLMD', '1'), ('PKG002604', 'FDEG', 'FDEG'), ('PKG002605', 'TLMD', '1'), ('PKG002606', 'FDEG', 'FDEG'), ('PKG002607', 'TLMD', '1'), ('PKG002608', 'UPSN', 'UPSN'), ('PKG002609', 'TLMD', '2'), ('PKG002610', 'UPSN', 'UPSN'), ('PKG002611', 'TLMD', '2'), ('PKG002612', 'TLMD', '3AB'), ('PKG002613', 'UPSN', 'UPSN'), ('PKG002614', 'TLMD', '1'), ('PKG002615', 'TLMD', '3AB'), ('PKG002616', 'TLMD', '2'), ('PKG002617', 'TLMD', '1'), ('PKG002618', 'UPSN', 'UPSN'), ('PKG002619', 'FDEG', 'FDEG'), ('PKG002620', 'TLMD', '1'), ('PKG002621', 'TLMD', '1'), ('PKG002622', 'TLMD', '3AB'), ('PKG002623', 'USPS', 'USPS'), ('PKG002624', 'TLMD', '1'), ('PKG002625', 'FDEG', 'FDEG'), ('PKG002626', 'UPSN', 'UPSN'), ('PKG002627', 'TLMD', '3AB'), ('PKG002628', 'FDEG', 'FDEG'), ('PKG002629', 'TLMD', '3AB'), ('PKG002630', 'TLMD', '3AB'), ('PKG002631', 'UPSN', 'UPSN'), ('PKG002632', 'TLMD', '1'), ('PKG002633', 'TLMD', '1'), ('PKG002634', 'FDEG', 'FDEG'), ('PKG002635', 'FDEG', 'FDEG'), ('PKG002636', 'UPSN', 'UPSN'), ('PKG002637', 'TLMD', '3AB'), ('PKG002638', 'FDEG', 'FDEG'), ('PKG002639', 'TLMD', '1'), ('PKG002640', 'FDEG', 'FDEG'), ('PKG002641', 'TLMD', '3AB'), ('PKG002642', 'TLMD', '1'), ('PKG002643', 'TLMD', '2'), ('PKG002644', 'FDEG', 'FDEG'), ('PKG002645', 'USPS', 'USPS'), ('PKG002646', 'TLMD', '3AB'), ('PKG002647', 'FDEG', 'FDEG'), ('PKG002648', 'TLMD', '2'), ('PKG002649', 'TLMD', '1'), ('PKG002650', 'TLMD', '2'), ('PKG002651', 'TLMD', '1'), ('PKG002652', 'FDEG', 'FDEG'), ('PKG002653', 'TLMD', '1'), ('PKG002654', 'FDEG', 'FDEG'), ('PKG002655', 'TLMD', '1')]",A
47,48,55,130.53413818638913,"[('PKG002656', 'UPSN', 'UPSN'), ('PKG002657', 'TLMD', '3AB'), ('PKG002658', 'UPSN', 'UPSN'), ('PKG002659', 'TLMD', '1'), ('PKG002660', 'TLMD', '1'), ('PKG002661', 'TLMD', '2'), ('PKG002662', 'FDEG', 'FDEG'), ('PKG002663', 'TLMD', '2'), ('PKG002664', 'FDEG', 'FDEG'), ('PKG002665', 'TLMD', '3AB'), ('PKG002666', 'FDEG', 'FDEG'), ('PKG002667', 'TLMD', '1'), ('PKG002668', 'USPS', 'USPS'), ('PKG002669', 'FDEG', 'FDEG'), ('PKG002670', 'UPSN', 'UPSN'), ('PKG002671', 'FDEG', 'FDEG'), ('PKG002672', 'UPSN', 'UPSN'), ('PKG002673', 'USPS', 'USPS'), ('PKG002674', 'FDEG', 'FDEG'), ('PKG002675', 'TLMD', '1'), ('PKG002676', 'TLMD', '3AB'), ('PKG002677', 'UPSN', 'UPSN'), ('PKG002678', 'FDEG', 'FDEG'), ('PKG002679', 'USPS', 'USPS'), ('PKG002680', 'TLMD', '3AB'), ('PKG002681', 'FDEG', 'FDEG'), ('PKG002682', 'UPSN', 'UPSN'), ('PKG002683', 'TLMD', '2'), ('PKG002684', 'TLMD', '2'), ('PKG002685', 'UPSN', 'UPSN'), ('PKG002686', 'FDEG', 'FDEG'), ('PKG002687', 'TLMD', '1'), ('PKG002688', 'FDEG', 'FDEG'), ('PKG002689', 'UPSN', 'UPSN'), ('PKG002690', 'TLMD', '3AB'), ('PKG002691', 'TLMD', '2'), ('PKG002692', 'UPSN', 'UPSN'), ('PKG002693', 'TLMD', '3AB'), ('PKG002694', 'TLMD', '1'), ('PKG002695', 'TLMD', '2'), ('PKG002696', 'UPSN', 'UPSN'), ('PKG002697', 'USPS', 'USPS'), ('PKG002698', 'UPSN', 'UPSN'), ('PKG002699', 'FDEG', 'FDEG'), ('PKG002700', 'TLMD', '1'), ('PKG002701', 'TLMD', '1'), ('PKG002702', 'USPS', 'USPS'), ('PKG002703', 'TLMD', '1'), ('PKG002704', 'UPSN', 'UPSN'), ('PKG002705', 'TLMD', '3AB'), ('PKG002706', 'TLMD', '1'), ('PKG002707', 'TLMD', '2'), ('PKG002708', 'USPS', 'USPS'), ('PKG002709', 'TLMD', '3AB'), ('PKG002710', 'UPSN', 'UPSN')]",A
48,49,54,130.53413818638913,"[('PKG002711', 'TLMD', '3AB'), ('PKG002712', 'TLMD', '1'), ('PKG002713', 'UPSN', 'UPSN'), ('PKG002714', 'TLMD', '2'), ('PKG002715', 'TLMD', '1'), ('PKG002716', 'TLMD', '3AB'), ('PKG002717', 'TLMD', '1'), ('PKG002718', 'UPSN', 'UPSN'), ('PKG002719', 'FDEG', 'FDEG'), ('PKG002720', 'TLMD', '3AB'), ('PKG002721', 'UPSN', 'UPSN'), ('PKG002722', 'TLMD', '2'), ('PKG002723', 'FDEG', 'FDEG'), ('PKG002724', 'UPSN', 'UPSN'), ('PKG002725', 'UPSN', 'UPSN'), ('PKG002726', 'TLMD', '1'), ('PKG002727', 'TLMD', '1'), ('PKG002728', 'FDEG', 'FDEG'), ('PKG002729', 'UPSN', 'UPSN'), ('PKG002730', 'TLMD', '1'), ('PKG002731', 'TLMD', '3AB'), ('PKG002732', 'UPSN', 'UPSN'), ('PKG002733', 'TLMD', '2'), ('PKG002734', 'FDEG', 'FDEG'), ('PKG002735', 'TLMD', '2'), ('PKG002736', 'TLMD', '1'), ('PKG002737', 'TLMD', '3AB'), ('PKG002738', 'TLMD', '2'), ('PKG002739', 'TLMD', '1'), ('PKG002740', 'TLMD', '3AB'), ('PKG002741', 'TLMD', '1'), ('PKG002742', 'TLMD', '3AB'), ('PKG002743', 'TLMD', '3AB'), ('PKG002744', 'FDEG', 'FDEG'), ('PKG002745', 'TLMD', '1'), ('PKG002746', 'TLMD', '2'), ('PKG002747', 'USPS', 'USPS'), ('PKG002748', 'FDEG', 'FDEG'), ('PKG002749', 'FDEG', 'FDEG'), ('PKG002750', 'TLMD', '1'), ('PKG002751', 'FDEG', 'FDEG'), ('PKG002752', 'TLMD', '1'), ('PKG002753', 'FDEG', 'FDEG'), ('PKG002754', 'TLMD', '1'), ('PKG002755', 'TLMD', '1'), ('PKG002756', 'FDEG', 'FDEG'), ('PKG002757', 'UPSN', 'UPSN'), ('PKG002758', 'TLMD', '2'), ('PKG002759', 'FDEG', 'FDEG'), ('PKG002760', 'FDEG', 'FDEG'), ('PKG002761', 'TLMD', '2'), ('PKG002762', 'TLMD', '2'), ('PKG002763', 'TLMD', '3AB'), ('PKG002764', 'UPSN', 'UPSN')]",A
49,50,60,130.53413818638913,"[('PKG002765', 'UPSN', 'UPSN'), ('PKG002766', 'UPSN', 'UPSN'), ('PKG002767', 'UPSN', 'UPSN'), ('PKG002768', 'FDEG', 'FDEG'), ('PKG002769', 'FDEG', 'FDEG'), ('PKG002770', 'FDEG', 'FDEG'), ('PKG002771', 'TLMD', '2'), ('PKG002772', 'TLMD', '1'), ('PKG002773', 'FDEG', 'FDEG'), ('PKG002774', 'USPS', 'USPS'), ('PKG002775', 'USPS', 'USPS'), ('PKG002776', 'UPSN', 'UPSN'), ('PKG002777', 'TLMD', '3AB'), ('PKG002778', 'FDEG', 'FDEG'), ('PKG002779', 'FDEG', 'FDEG'), ('PKG002780', 'TLMD', '1'), ('PKG002781', 'USPS', 'USPS'), ('PKG002782', 'UPSN', 'UPSN'), ('PKG002783', 'USPS', 'USPS'), ('PKG002784', 'UPSN', 'UPSN'), ('PKG002785', 'FDEG', 'FDEG'), ('PKG002786', 'USPS', 'USPS'), ('PKG002787', 'TLMD', '2'), ('PKG002788', 'UPSN', 'UPSN'), ('PKG002789', 'FDEG', 'FDEG'), ('PKG002790', 'TLMD', '3AB'), ('PKG002791', 'TLMD', '2'), ('PKG002792', 'TLMD', '1'), ('PKG002793', 'FDEG', 'FDEG'), ('PKG002794', 'TLMD', '2'), ('PKG002795', 'USPS', 'USPS'), ('PKG002796', 'FDEG', 'FDEG'), ('PKG002797', 'FDEG', 'FDEG'), ('PKG002798', 'TLMD', '1'), ('PKG002799', 'UPSN', 'UPSN'), ('PKG002800', 'UPSN', 'UPSN'), ('PKG002801', 'UPSN', 'UPSN'), ('PKG002802', 'UPSN', 'UPSN'), ('PKG002803', 'USPS', 'USPS'), ('PKG002804', 'TLMD', '2'), ('PKG002805', 'TLMD', '2'), ('PKG002806', 'TLMD', '1'), ('PKG002807', 'USPS', 'USPS'), ('PKG002808', 'TLMD', '1'), ('PKG002809', 'FDEG', 'FDEG'), ('PKG002810', 'TLMD', '2'), ('PKG002811', 'TLMD', '3AB'), ('PKG002812', 'TLMD', '2'), ('PKG002813', 'TLMD', '1'), ('PKG002814', 'TLMD', '2'), ('PKG002815', 'TLMD', '1'), ('PKG002816', 'TLMD', '1'), ('PKG002817', 'TLMD', '2'), ('PKG002818', 'UPSN', 'UPSN'), ('PKG002819', 'USPS', 'USPS'), ('PKG002820', 'TLMD', '1'), ('PKG002821', 'FDEG', 'FDEG'), ('PKG002822', 'TLMD', '1'), ('PKG002823', 'UPSN', 'UPSN'), ('PKG002824', 'TLMD', '1')]",A
