sortation_center_id,inbound_date,planned_arrival_datetime,actual_arrival_datetime,,actual_pallets,planned_pallets,actual_packages,planned_packages,planned_truck_sequence,actual_truck_sequence,day_of_week,Promotion,TMAX,TMIN,AWND,PRCP,SNOW,RAFT,yesterday_packages,Time Delta,Truck Number,Total Daily Packages,percentage contribution
3858,8/12/2024,8/12/2024 18:44,8/12/2024 18:19,6:44:00 PM,20,20,1185,1185,2,2,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-25,2,11747,0.10087682
3858,8/12/2024,8/12/2024 19:00,8/12/2024 18:37,7:00:00 PM,24,24,1377,1377,3,5,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-23,3,11747,0.117221418
3858,8/12/2024,8/12/2024 19:15,8/12/2024 18:23,7:15:00 PM,8,8,564,564,4,3,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-52,4,11747,0.048012258
3858,8/12/2024,8/12/2024 19:33,8/12/2024 18:33,7:33:00 PM,14,14,960,960,5,4,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-60,5,11747,0.081722993
3858,8/12/2024,8/12/2024 20:05,8/12/2024 19:12,8:05:00 PM,5,5,300,300,6,6,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-52.99999999,7,11747,0.025538435
3858,8/12/2024,8/12/2024 20:42,8/12/2024 20:45,8:42:00 PM,18,20,910,951,7,10,Monday,0,80.6,54,2.233333333,0,0,7219,11991,2.999999999,8,11747,0.077466587
3858,8/12/2024,8/12/2024 21:01,8/12/2024 19:57,9:01:00 PM,20,20,1268,1268,9,7,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-64,9,11747,0.107942453
3858,8/12/2024,8/12/2024 21:01,8/12/2024 20:25,9:01:00 PM,9,9,603,603,8,9,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-36,10,11747,0.051332255
3858,8/12/2024,8/12/2024 21:15,8/12/2024 20:13,9:15:00 PM,9,10,470,542,10,8,Monday,0,80.6,54,2.233333333,0,0,7219,11991,-61.99999999,11,11747,0.040010215
3858,8/13/2024,8/13/2024 8:52,8/13/2024 8:00,8:52:00 AM,5,5,299,299,11,13,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-51.99999999,12,13337,0.022418835
3858,8/13/2024,8/13/2024 8:56,8/13/2024 7:58,8:56:00 AM,7,7,412,412,12,12,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-58,13,13337,0.030891505
3858,8/13/2024,8/13/2024 9:20,8/13/2024 9:10,9:20:00 AM,7,7,292,292,13,14,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-10,14,13337,0.021893979
3858,8/13/2024,8/13/2024 9:30,8/13/2024 7:46,9:30:00 AM,6,6,258,258,14,11,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-104,15,13337,0.01934468
3858,8/13/2024,8/13/2024 18:05,8/13/2024 17:54,6:05:00 PM,13,13,732,732,1,1,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-10.99999999,1,13337,0.054884907
3858,8/13/2024,8/13/2024 18:44,8/13/2024 18:18,6:44:00 PM,16,16,988,988,2,3,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-26,2,13337,0.074079628
3858,8/13/2024,8/13/2024 19:00,8/13/2024 18:22,7:00:00 PM,22,22,1269,1269,3,4,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-38,3,13337,0.095148834
3858,8/13/2024,8/13/2024 19:15,8/13/2024 18:26,7:15:00 PM,8,8,494,494,4,5,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-49,4,13337,0.037039814
3858,8/13/2024,8/13/2024 19:33,8/13/2024 18:14,7:33:00 PM,15,15,963,963,5,2,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-79,5,13337,0.072205144
3858,8/13/2024,8/13/2024 19:45,8/13/2024 19:07,7:45:00 PM,19,20,1189,1243,6,6,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-38,6,13337,0.089150484
3858,8/13/2024,8/13/2024 20:05,8/13/2024 19:16,8:05:00 PM,4,4,155,155,7,7,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-49,7,13337,0.011621804
3858,8/13/2024,8/13/2024 20:42,8/13/2024 20:39,8:42:00 PM,14,14,779,779,8,10,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-2.999999999,8,13337,0.058408938
3858,8/13/2024,8/13/2024 21:01,8/13/2024 20:00,9:01:00 PM,15,16,1040,1041,10,9,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-61,9,13337,0.077978556
3858,8/13/2024,8/13/2024 21:01,8/13/2024 20:54,9:01:00 PM,14,14,914,914,9,11,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-7.000000002,10,13337,0.068531154
3858,8/13/2024,8/13/2024 21:15,8/13/2024 19:43,9:15:00 PM,8,8,554,554,11,8,Tuesday,0,82,57.4,3.966666667,0,0,7120,11747,-92,11,13337,0.041538577
3858,8/14/2024,8/14/2024 8:52,8/14/2024 8:30,8:52:00 AM,3,4,150,218,12,14,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-22,12,14334,0.01046463
3858,8/14/2024,8/14/2024 8:56,8/14/2024 7:42,8:56:00 AM,6,6,231,231,13,12,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-74,13,14334,0.01611553
3858,8/14/2024,8/14/2024 9:20,8/14/2024 9:05,9:20:00 AM,5,5,243,243,14,15,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-15.00000001,14,14334,0.0169527
3858,8/14/2024,8/14/2024 9:30,8/14/2024 7:58,9:30:00 AM,5,5,258,258,15,13,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-92.00000001,15,14334,0.017999163
3858,8/14/2024,8/14/2024 18:05,8/14/2024 17:30,6:05:00 PM,9,9,578,578,1,1,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-35,1,14334,0.040323706
3858,8/14/2024,8/14/2024 18:44,8/14/2024 17:54,6:44:00 PM,15,15,907,907,2,2,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-50,2,14334,0.063276127
3858,8/14/2024,8/14/2024 19:00,8/14/2024 18:37,7:00:00 PM,18,18,1067,1067,3,3,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-23,3,14334,0.074438398
3858,8/14/2024,8/14/2024 19:15,8/14/2024 18:43,7:15:00 PM,7,7,414,414,4,5,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-32,4,14334,0.028882378
3858,8/14/2024,8/14/2024 19:33,8/14/2024 18:40,7:33:00 PM,15,15,946,946,5,4,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-52.99999999,5,14334,0.06599693
3858,8/14/2024,8/14/2024 20:05,8/14/2024 19:14,8:05:00 PM,5,5,184,184,6,6,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-51,7,14334,0.012836612
3858,8/14/2024,8/14/2024 20:42,8/14/2024 20:16,8:42:00 PM,16,16,883,883,7,9,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-26,8,14334,0.061601786
3858,8/14/2024,8/14/2024 21:01,8/14/2024 20:01,9:01:00 PM,13,15,646,744,8,7,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-60.00000001,9,14334,0.045067671
3858,8/14/2024,8/14/2024 21:01,8/14/2024 21:02,9:01:00 PM,12,12,881,881,9,10,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,0.999999993,10,14334,0.061462258
3858,8/14/2024,8/14/2024 21:15,8/14/2024 20:11,9:15:00 PM,10,10,515,515,10,8,Wednesday,0,80.6,62.4,10.9,0.001395349,0,6992,13337,-64,11,14334,0.035928561
3858,8/15/2024,8/15/2024 8:52,8/15/2024 8:22,8:52:00 AM,7,7,242,242,11,14,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-29.99999999,12,13873,0.017443956
3858,8/15/2024,8/15/2024 8:56,8/15/2024 8:56,8:56:00 AM,8,8,486,486,12,15,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,0,13,13873,0.035032077
3858,8/15/2024,8/15/2024 9:20,8/15/2024 9:09,9:20:00 AM,6,6,322,322,13,16,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-11,14,13873,0.023210553
3858,8/15/2024,8/15/2024 9:30,8/15/2024 7:41,9:30:00 AM,6,6,366,366,14,11,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-109,15,13873,0.026382181
3858,8/15/2024,8/15/2024 18:05,8/15/2024 17:31,6:05:00 PM,11,11,615,615,1,1,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-34,1,13873,0.044330714
3858,8/15/2024,8/15/2024 18:44,8/15/2024 18:06,6:44:00 PM,14,14,748,748,2,2,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-38,2,13873,0.053917682
3858,8/15/2024,8/15/2024 19:00,8/15/2024 18:15,7:00:00 PM,15,15,908,908,3,4,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-45,3,13873,0.065450876
3858,8/15/2024,8/15/2024 19:15,8/15/2024 7:58,7:15:00 PM,0,0,0,0,5,12,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-677,4,13873,0
3858,8/15/2024,8/15/2024 19:15,8/15/2024 18:43,7:15:00 PM,6,7,336,349,4,5,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-32,4,13873,0.024219707
3858,8/15/2024,8/15/2024 19:33,8/15/2024 18:11,7:33:00 PM,16,16,941,941,6,3,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-81.99999999,5,13873,0.067829597
3858,8/15/2024,8/15/2024 19:45,8/15/2024 19:09,7:45:00 PM,17,18,1021,1034,7,6,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-35.99999999,6,13873,0.073596194
3858,8/15/2024,8/15/2024 20:05,8/15/2024 7:58,8:05:00 PM,8,8,494,494,8,13,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-727,7,13873,0.035608736
3858,8/15/2024,8/15/2024 20:42,8/15/2024 20:24,8:42:00 PM,14,15,766,854,9,9,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-18.00000001,8,13873,0.055215166
3858,8/15/2024,8/15/2024 21:01,8/15/2024 20:16,9:01:00 PM,17,20,955,1078,11,8,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-45,9,13873,0.068838752
3858,8/15/2024,8/15/2024 21:01,8/15/2024 20:49,9:01:00 PM,16,16,968,968,10,10,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-12.00000001,10,13873,0.069775824
3858,8/15/2024,8/15/2024 21:15,8/15/2024 19:48,9:15:00 PM,9,9,423,423,12,7,Thursday,0,80.2,64.8,8.8,0.719818182,0,6992,14334,-87,11,13873,0.030490882
3858,8/16/2024,8/16/2024 8:52,8/16/2024 8:28,8:52:00 AM,5,5,307,307,13,13,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-23.99999999,12,12583,0.024397997
3858,8/16/2024,8/16/2024 8:56,8/16/2024 8:56,8:56:00 AM,2,2,112,112,14,14,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,0,13,12583,0.008900898
3858,8/16/2024,8/16/2024 9:20,8/16/2024 8:57,9:20:00 AM,4,6,152,214,15,15,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-23,14,12583,0.01207979
3858,8/16/2024,8/16/2024 9:30,8/16/2024 7:31,9:30:00 AM,5,5,343,343,16,12,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-119,15,12583,0.027259
3858,8/16/2024,8/16/2024 18:05,8/16/2024 17:27,6:05:00 PM,9,9,685,685,1,1,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-38,1,12583,0.054438528
3858,8/16/2024,8/16/2024 18:44,8/16/2024 18:05,6:44:00 PM,13,14,837,868,2,2,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-39,2,12583,0.066518318
3858,8/16/2024,8/16/2024 19:00,8/16/2024 18:36,7:00:00 PM,18,19,1084,1095,3,4,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-23.99999999,3,12583,0.086147977
3858,8/16/2024,8/16/2024 19:15,8/16/2024 19:50,7:15:00 PM,7,7,406,406,4,6,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,35,4,12583,0.032265755
3858,8/16/2024,8/16/2024 19:33,8/16/2024 18:35,7:33:00 PM,11,13,706,710,5,3,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-58,5,12583,0.056107447
3858,8/16/2024,8/16/2024 19:45,8/16/2024 19:16,7:45:00 PM,20,20,1114,1114,6,5,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-29,6,12583,0.088532147
3858,8/16/2024,8/16/2024 20:05,8/16/2024 7:21,8:05:00 PM,0,0,0,0,7,11,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-764,7,12583,0
3858,8/16/2024,8/16/2024 20:42,8/16/2024 20:26,8:42:00 PM,15,15,934,934,8,9,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-16,8,12583,0.074227132
3858,8/16/2024,8/16/2024 21:01,8/16/2024 20:04,9:01:00 PM,15,15,1009,1009,9,8,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-57.00000001,9,12583,0.080187555
3858,8/16/2024,8/16/2024 21:01,8/16/2024 20:55,9:01:00 PM,11,11,970,970,10,10,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-5.999999999,10,12583,0.077088135
3858,8/16/2024,8/16/2024 21:15,8/16/2024 20:00,9:15:00 PM,6,6,363,363,11,7,Friday,0,78.4,65.4,7.4,0.039479167,0,6704,13873,-74.99999999,11,12583,0.028848446
3858,8/17/2024,8/17/2024 8:52,8/17/2024 7:41,8:52:00 AM,4,4,309,309,12,14,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-70.99999999,12,13814,0.022368612
3858,8/17/2024,8/17/2024 8:56,8/17/2024 7:22,8:56:00 AM,0,0,0,0,13,12,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-94,13,13814,0
3858,8/17/2024,8/17/2024 9:20,8/17/2024 8:56,9:20:00 AM,5,5,362,362,14,15,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-24,14,13814,0.026205299
3858,8/17/2024,8/17/2024 9:30,8/17/2024 7:36,9:30:00 AM,4,4,328,328,15,13,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-114,15,13814,0.023744028
3858,8/17/2024,8/17/2024 18:05,8/17/2024 17:26,6:05:00 PM,12,12,842,842,1,1,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-38.99999999,1,13814,0.060952657
3858,8/17/2024,8/17/2024 18:44,8/17/2024 17:42,6:44:00 PM,11,11,683,684,2,2,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-61.99999999,2,13814,0.049442594
3858,8/17/2024,8/17/2024 19:00,8/17/2024 19:05,7:00:00 PM,20,20,1254,1254,3,5,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,5.000000006,3,13814,0.090777472
3858,8/17/2024,8/17/2024 19:15,8/17/2024 7:15,7:15:00 PM,0,0,0,0,5,11,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-720,4,13814,0
3858,8/17/2024,8/17/2024 19:15,8/17/2024 18:24,7:15:00 PM,6,6,488,488,4,4,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-51,4,13814,0.03532648
3858,8/17/2024,8/17/2024 19:33,8/17/2024 18:14,7:33:00 PM,13,13,922,922,6,3,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-79,5,13814,0.066743883
3858,8/17/2024,8/17/2024 19:45,8/17/2024 19:30,7:45:00 PM,17,17,1126,1126,7,6,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-15,6,13814,0.08151151
3858,8/17/2024,8/17/2024 20:05,8/17/2024 19:39,8:05:00 PM,7,7,427,427,8,7,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-26,7,13814,0.03091067
3858,8/17/2024,8/17/2024 20:42,8/17/2024 20:36,8:42:00 PM,12,12,808,808,9,10,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-6.000000009,8,13814,0.058491386
3858,8/17/2024,8/17/2024 21:01,8/17/2024 19:51,9:01:00 PM,15,15,1193,1193,11,9,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-70.00000001,9,13814,0.086361662
3858,8/17/2024,8/17/2024 21:01,8/17/2024 21:02,9:01:00 PM,13,13,962,962,10,11,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,0.999999993,10,13814,0.069639496
3858,8/17/2024,8/17/2024 21:15,8/17/2024 19:42,9:15:00 PM,6,6,368,368,12,8,Saturday,0,79,67.2,7.7,0.241590909,0,6198,12583,-93,11,13814,0.026639641
3858,8/18/2024,8/18/2024 8:52,8/18/2024 8:08,8:52:00 AM,5,5,392,392,13,14,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-44,12,12621,0.031059346
3858,8/18/2024,8/18/2024 8:56,8/18/2024 8:05,8:56:00 AM,9,9,590,590,14,13,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-51,13,12621,0.046747484
3858,8/18/2024,8/18/2024 9:20,8/18/2024 8:45,9:20:00 AM,7,7,352,352,15,15,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-35,14,12621,0.027890025
3858,8/18/2024,8/18/2024 9:30,8/18/2024 7:20,9:30:00 AM,4,4,261,261,16,12,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-130,15,12621,0.020679819
3858,8/18/2024,8/18/2024 18:05,8/18/2024 17:30,6:05:00 PM,16,16,952,952,1,1,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-35,1,12621,0.075429839
3858,8/18/2024,8/18/2024 18:44,8/18/2024 17:52,6:44:00 PM,16,16,849,849,2,2,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-52,2,12621,0.067268838
3858,8/18/2024,8/18/2024 19:00,8/18/2024 18:13,7:00:00 PM,19,21,1066,1097,3,4,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-47,3,12621,0.084462404
3858,8/18/2024,8/18/2024 19:15,8/18/2024 18:47,7:15:00 PM,6,6,330,330,4,5,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-28.00000001,4,12621,0.026146898
3858,8/18/2024,8/18/2024 19:33,8/18/2024 18:12,7:33:00 PM,13,13,1026,1026,5,3,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-81,5,12621,0.081293083
3858,8/18/2024,8/18/2024 19:45,8/18/2024 19:35,7:45:00 PM,18,19,1124,1153,6,7,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-10,6,12621,0.089057919
3858,8/18/2024,8/18/2024 20:05,8/18/2024 19:22,8:05:00 PM,7,7,420,420,7,6,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-43,7,12621,0.03327787
3858,8/18/2024,8/18/2024 20:42,8/18/2024 20:28,8:42:00 PM,13,14,858,862,8,10,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-14,8,12621,0.067981935
3858,8/18/2024,8/18/2024 21:01,8/18/2024 20:18,9:01:00 PM,18,20,1287,1290,9,9,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-43,9,12621,0.101972902
3858,8/18/2024,8/18/2024 21:01,8/18/2024 20:55,9:01:00 PM,13,13,1059,1059,10,11,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-5.999999999,10,12621,0.083907773
3858,8/18/2024,8/18/2024 21:15,8/18/2024 19:58,9:15:00 PM,4,4,364,364,11,8,Sunday,0,81.8,63.2,4.466666667,0.078192771,0,5921,13814,-77,11,12621,0.028840821
3858,8/19/2024,8/19/2024 8:52,8/19/2024 8:38,8:52:00 AM,4,4,343,343,12,14,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-13.99999999,12,11932,0.028746229
3858,8/19/2024,8/19/2024 8:56,8/19/2024 7:28,8:56:00 AM,6,6,341,341,13,12,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-87.99999999,13,11932,0.028578612
3858,8/19/2024,8/19/2024 9:30,8/19/2024 7:42,9:30:00 AM,6,6,361,361,14,13,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-108,15,11932,0.030254777
3858,8/19/2024,8/19/2024 17:20,8/19/2024 17:05,5:20:00 PM,5,5,203,203,1,1,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-15,1,11932,0.017013074
3858,8/19/2024,8/19/2024 18:01,8/19/2024 17:52,6:01:00 PM,8,8,740,740,2,2,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-9.000000008,2,11932,0.062018103
3858,8/19/2024,8/19/2024 18:15,8/19/2024 17:56,6:15:00 PM,16,17,925,993,3,3,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-19,3,11932,0.077522628
3858,8/19/2024,8/19/2024 18:42,8/19/2024 18:19,6:42:00 PM,14,16,775,845,4,5,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-23,4,11932,0.064951391
3858,8/19/2024,8/19/2024 19:18,8/19/2024 18:16,7:18:00 PM,12,12,795,795,5,4,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-62,5,11932,0.066627556
3858,8/19/2024,8/19/2024 19:35,8/19/2024 18:36,7:35:00 PM,5,5,341,341,6,6,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-58.99999999,6,11932,0.028578612
3858,8/19/2024,8/19/2024 20:44,8/19/2024 19:52,8:44:00 PM,19,20,1048,1128,7,7,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-52,7,11932,0.087831043
3858,8/19/2024,8/19/2024 21:01,8/19/2024 19:53,9:01:00 PM,18,18,1139,1139,8,8,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-68,8,11932,0.095457593
3858,8/19/2024,8/19/2024 21:15,8/19/2024 20:23,9:15:00 PM,6,6,406,406,9,9,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-51.99999999,9,11932,0.034026148
3858,8/19/2024,8/19/2024 21:15,8/19/2024 20:46,9:15:00 PM,19,19,1022,1022,10,10,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-29,9,11932,0.085652028
3858,8/19/2024,8/19/2024 21:30,8/19/2024 20:56,9:30:00 PM,23,24,1444,1453,11,11,Monday,0,81.2,60,2.666666667,0.000128205,0,6520,12621,-34.00000001,11,11932,0.121019108
3858,8/20/2024,8/20/2024 8:52,8/20/2024 8:31,8:52:00 AM,5,5,256,256,12,14,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-21,12,10905,0.02347547
3858,8/20/2024,8/20/2024 8:56,8/20/2024 7:48,8:56:00 AM,6,6,371,371,13,13,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-68,13,10905,0.034021091
3858,8/20/2024,8/20/2024 9:30,8/20/2024 7:24,9:30:00 AM,2,2,94,94,14,12,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-126,14,10905,0.008619899
3858,8/20/2024,8/20/2024 17:20,8/20/2024 17:05,5:20:00 PM,7,8,386,426,1,1,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-15,1,10905,0.035396607
3858,8/20/2024,8/20/2024 18:01,8/20/2024 17:49,6:01:00 PM,12,12,965,965,2,2,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-12.00000001,2,10905,0.088491518
3858,8/20/2024,8/20/2024 18:15,8/20/2024 18:04,6:15:00 PM,14,15,855,935,3,3,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-10.99999999,3,10905,0.078404402
3858,8/20/2024,8/20/2024 18:42,8/20/2024 18:31,6:42:00 PM,23,24,1119,1205,5,6,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-11,4,10905,0.10261348
3858,8/20/2024,8/20/2024 19:18,8/20/2024 18:11,7:18:00 PM,12,12,875,875,6,5,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-67,5,10905,0.080238423
3858,8/20/2024,8/20/2024 19:35,8/20/2024 18:53,7:35:00 PM,8,8,456,456,7,7,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-41.99999999,6,10905,0.041815681
3858,8/20/2024,8/20/2024 20:44,8/20/2024 20:07,8:44:00 PM,14,14,877,877,8,9,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-37.00000001,7,10905,0.080421825
3858,8/20/2024,8/20/2024 21:01,8/20/2024 20:20,9:01:00 PM,17,18,1132,1153,9,10,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-41.00000001,8,10905,0.103805594
3858,8/20/2024,8/20/2024 21:15,8/20/2024 19:56,9:15:00 PM,7,7,481,481,11,8,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-79,9,10905,0.044108207
3858,8/20/2024,8/20/2024 21:15,8/20/2024 20:46,9:15:00 PM,16,16,1124,1124,10,11,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-29,9,10905,0.103071985
3858,8/20/2024,8/20/2024 21:30,8/20/2024 21:13,9:30:00 PM,16,17,959,971,12,12,Tuesday,0,77.8,62.2,5.5,0.000804598,0,10225,11932,-17,11,10905,0.087941311
3858,8/21/2024,8/21/2024 8:52,8/21/2024 8:19,8:52:00 AM,2,2,141,141,13,15,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-32.99999999,12,12559,0.011227009
3858,8/21/2024,8/21/2024 8:56,8/21/2024 7:32,8:56:00 AM,7,7,513,513,14,13,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-84,13,12559,0.040847201
3858,8/21/2024,8/21/2024 9:30,8/21/2024 7:34,9:30:00 AM,2,2,78,78,15,14,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-116,14,12559,0.006210686
3858,8/21/2024,8/21/2024 17:20,8/21/2024 17:06,5:20:00 PM,5,5,357,357,1,1,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-13.99999999,1,12559,0.02842583
3858,8/21/2024,8/21/2024 18:01,8/21/2024 17:47,6:01:00 PM,10,11,709,806,2,2,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-14,2,12559,0.056453539
3858,8/21/2024,8/21/2024 18:15,8/21/2024 17:50,6:15:00 PM,12,12,727,727,3,3,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-25,3,12559,0.057886774
3858,8/21/2024,8/21/2024 18:42,8/21/2024 18:36,6:42:00 PM,19,19,1133,1133,5,6,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-5.999999999,4,12559,0.090214189
3858,8/21/2024,8/21/2024 19:18,8/21/2024 18:17,7:18:00 PM,9,9,708,708,6,4,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-61,5,12559,0.056373915
3858,8/21/2024,8/21/2024 19:35,8/21/2024 18:32,7:35:00 PM,7,7,332,332,7,5,Wednesday,0,78.4,60.6,7.3,0.008444444,0,11146,10905,-63,6,12559,0.026435226
